user,contributions,repositories,primary_language,monthly_contributions,contribution_types
geekgonecrazy,10364,105,Go,"{'2017-01': 250, '2017-02': 76, '2017-03': 95, '2017-04': 170, '2017-05': 142, '2017-06': 232, '2017-07': 109, '2017-08': 78, '2017-09': 116, '2017-10': 166, '2017-11': 188, '2017-12': 189, '2018-01': 111, '2018-02': 132, '2018-03': 94, '2018-04': 142, '2018-05': 106, '2018-06': 57, '2018-07': 118, '2018-08': 154, '2018-09': 210, '2018-10': 71, '2018-11': 100, '2018-12': 72, '2019-01': 120, '2019-02': 150, '2019-03': 152, '2019-04': 279, '2019-05': 125, '2019-06': 53, '2019-07': 83, '2019-08': 91, '2019-09': 99, '2019-10': 144, '2019-11': 103, '2019-12': 72, '2020-01': 43, '2020-02': 110, '2020-03': 41, '2020-04': 104, '2020-05': 135, '2020-06': 141, '2020-07': 187, '2020-08': 100, '2020-09': 114, '2020-10': 110, '2020-11': 104, '2020-12': 97, '2021-01': 92, '2021-02': 78, '2021-03': 72, '2021-04': 111, '2021-05': 64, '2021-06': 48, '2021-07': 72, '2021-08': 145, '2021-09': 146, '2021-10': 107, '2021-11': 147, '2021-12': 91, '2022-01': 171, '2022-02': 96, '2022-03': 99, '2022-04': 108, '2022-05': 163, '2022-06': 128, '2022-07': 88, '2022-08': 87, '2022-09': 17, '2022-10': 141, '2022-11': 63, '2022-12': 103, '2023-01': 99, '2023-02': 117, '2023-03': 60, '2023-04': 80, '2023-05': 95, '2023-06': 60, '2023-07': 129, '2023-08': 240, '2023-09': 78, '2023-10': 151, '2023-11': 81, '2023-12': 138, '2024-01': 81, '2024-02': 119, '2024-03': 126, '2024-04': 67, '2024-05': 84, '2024-06': 57, '2024-07': 50, '2024-08': 46, '2024-09': 34}","{'commits': 1475, 'pull_requests': 320, 'issues': 219, 'reviews': 734}"
Neitan2001,770,38,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 11, '2020-06': 7, '2020-07': 2, '2020-08': 1, '2020-09': 0, '2020-10': 0, '2020-11': 1, '2020-12': 0, '2021-01': 0, '2021-02': 6, '2021-03': 3, '2021-04': 2, '2021-05': 0, '2021-06': 2, '2021-07': 0, '2021-08': 41, '2021-09': 94, '2021-10': 52, '2021-11': 23, '2021-12': 0, '2022-01': 0, '2022-02': 35, '2022-03': 4, '2022-04': 0, '2022-05': 0, '2022-06': 14, '2022-07': 82, '2022-08': 88, '2022-09': 16, '2022-10': 0, '2022-11': 6, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 58, '2023-05': 32, '2023-06': 33, '2023-07': 11, '2023-08': 0, '2023-09': 25, '2023-10': 32, '2023-11': 22, '2023-12': 9, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 8, '2024-07': 12, '2024-08': 25, '2024-09': 13}","{'commits': 563, 'pull_requests': 59, 'issues': 94, 'reviews': 30}"
fabiommendes,5688,153,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 97, '2017-04': 115, '2017-05': 21, '2017-06': 35, '2017-07': 17, '2017-08': 49, '2017-09': 106, '2017-10': 18, '2017-11': 11, '2017-12': 13, '2018-01': 34, '2018-02': 0, '2018-03': 48, '2018-04': 272, '2018-05': 168, '2018-06': 209, '2018-07': 93, '2018-08': 554, '2018-09': 163, '2018-10': 290, '2018-11': 107, '2018-12': 59, '2019-01': 40, '2019-02': 37, '2019-03': 214, '2019-04': 202, '2019-05': 115, '2019-06': 151, '2019-07': 170, '2019-08': 112, '2019-09': 43, '2019-10': 25, '2019-11': 47, '2019-12': 43, '2020-01': 0, '2020-02': 23, '2020-03': 60, '2020-04': 126, '2020-05': 173, '2020-06': 99, '2020-07': 10, '2020-08': 11, '2020-09': 86, '2020-10': 21, '2020-11': 10, '2020-12': 24, '2021-01': 13, '2021-02': 14, '2021-03': 70, '2021-04': 8, '2021-05': 36, '2021-06': 9, '2021-07': 3, '2021-08': 9, '2021-09': 28, '2021-10': 270, '2021-11': 670, '2021-12': 0, '2022-01': 9, '2022-02': 20, '2022-03': 13, '2022-04': 4, '2022-05': 10, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 1, '2022-10': 36, '2022-11': 0, '2022-12': 37, '2023-01': 15, '2023-02': 60, '2023-03': 23, '2023-04': 6, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 2, '2024-02': 0, '2024-03': 0, '2024-04': 1, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 4255, 'pull_requests': 20, 'issues': 128, 'reviews': 34}"
deubaka,928,19,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 8, '2017-07': 8, '2017-08': 12, '2017-09': 7, '2017-10': 23, '2017-11': 2, '2017-12': 6, '2018-01': 2, '2018-02': 11, '2018-03': 4, '2018-04': 3, '2018-05': 6, '2018-06': 4, '2018-07': 5, '2018-08': 8, '2018-09': 11, '2018-10': 6, '2018-11': 6, '2018-12': 4, '2019-01': 6, '2019-02': 5, '2019-03': 8, '2019-04': 1, '2019-05': 8, '2019-06': 4, '2019-07': 2, '2019-08': 10, '2019-09': 4, '2019-10': 2, '2019-11': 10, '2019-12': 1, '2020-01': 8, '2020-02': 4, '2020-03': 3, '2020-04': 7, '2020-05': 4, '2020-06': 11, '2020-07': 4, '2020-08': 3, '2020-09': 4, '2020-10': 1, '2020-11': 8, '2020-12': 3, '2021-01': 9, '2021-02': 11, '2021-03': 11, '2021-04': 1, '2021-05': 30, '2021-06': 11, '2021-07': 15, '2021-08': 21, '2021-09': 16, '2021-10': 18, '2021-11': 19, '2021-12': 18, '2022-01': 46, '2022-02': 35, '2022-03': 56, '2022-04': 49, '2022-05': 35, '2022-06': 34, '2022-07': 16, '2022-08': 45, '2022-09': 29, '2022-10': 52, '2022-11': 34, '2022-12': 31, '2023-01': 9, '2023-02': 9, '2023-03': 3, '2023-04': 1, '2023-05': 5, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 1, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 19, 'pull_requests': 10, 'issues': 2, 'reviews': 0}"
bernardoetrevisan,25,2,HTML,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 1, '2017-09': 0, '2017-10': 0, '2017-11': 5, '2017-12': 0, '2018-01': 2, '2018-02': 10, '2018-03': 4, '2018-04': 3, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 14, 'pull_requests': 8, 'issues': 0, 'reviews': 0}"
znat,702,59,JavaScript,"{'2017-01': 6, '2017-02': 3, '2017-03': 2, '2017-04': 5, '2017-05': 14, '2017-06': 4, '2017-07': 7, '2017-08': 12, '2017-09': 3, '2017-10': 1, '2017-11': 0, '2017-12': 0, '2018-01': 13, '2018-02': 4, '2018-03': 5, '2018-04': 5, '2018-05': 4, '2018-06': 2, '2018-07': 9, '2018-08': 5, '2018-09': 4, '2018-10': 3, '2018-11': 28, '2018-12': 10, '2019-01': 2, '2019-02': 2, '2019-03': 5, '2019-04': 3, '2019-05': 23, '2019-06': 30, '2019-07': 42, '2019-08': 10, '2019-09': 12, '2019-10': 8, '2019-11': 18, '2019-12': 24, '2020-01': 28, '2020-02': 8, '2020-03': 15, '2020-04': 8, '2020-05': 2, '2020-06': 5, '2020-07': 1, '2020-08': 6, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 3, '2021-02': 16, '2021-03': 5, '2021-04': 0, '2021-05': 0, '2021-06': 1, '2021-07': 0, '2021-08': 1, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 3, '2022-01': 2, '2022-02': 2, '2022-03': 0, '2022-04': 0, '2022-05': 1, '2022-06': 0, '2022-07': 0, '2022-08': 7, '2022-09': 45, '2022-10': 50, '2022-11': 55, '2022-12': 29, '2023-01': 0, '2023-02': 5, '2023-03': 1, '2023-04': 1, '2023-05': 1, '2023-06': 29, '2023-07': 4, '2023-08': 0, '2023-09': 18, '2023-10': 0, '2023-11': 1, '2023-12': 3, '2024-01': 1, '2024-02': 14, '2024-03': 0, '2024-04': 0, '2024-05': 1, '2024-06': 0, '2024-07': 2, '2024-08': 0, '2024-09': 0}","{'commits': 225, 'pull_requests': 184, 'issues': 134, 'reviews': 101}"
arshidkv12,713,137,PHP,"{'2017-01': 40, '2017-02': 5, '2017-03': 5, '2017-04': 1, '2017-05': 15, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 3, '2017-10': 1, '2017-11': 0, '2017-12': 1, '2018-01': 35, '2018-02': 3, '2018-03': 5, '2018-04': 2, '2018-05': 1, '2018-06': 13, '2018-07': 7, '2018-08': 1, '2018-09': 0, '2018-10': 3, '2018-11': 9, '2018-12': 14, '2019-01': 1, '2019-02': 4, '2019-03': 0, '2019-04': 9, '2019-05': 2, '2019-06': 6, '2019-07': 16, '2019-08': 4, '2019-09': 7, '2019-10': 2, '2019-11': 1, '2019-12': 41, '2020-01': 22, '2020-02': 2, '2020-03': 22, '2020-04': 6, '2020-05': 4, '2020-06': 0, '2020-07': 0, '2020-08': 7, '2020-09': 27, '2020-10': 2, '2020-11': 0, '2020-12': 2, '2021-01': 7, '2021-02': 4, '2021-03': 6, '2021-04': 0, '2021-05': 0, '2021-06': 1, '2021-07': 8, '2021-08': 1, '2021-09': 31, '2021-10': 1, '2021-11': 0, '2021-12': 37, '2022-01': 0, '2022-02': 0, '2022-03': 7, '2022-04': 0, '2022-05': 0, '2022-06': 16, '2022-07': 0, '2022-08': 0, '2022-09': 5, '2022-10': 0, '2022-11': 6, '2022-12': 10, '2023-01': 5, '2023-02': 4, '2023-03': 33, '2023-04': 0, '2023-05': 1, '2023-06': 1, '2023-07': 13, '2023-08': 20, '2023-09': 2, '2023-10': 3, '2023-11': 0, '2023-12': 12, '2024-01': 37, '2024-02': 26, '2024-03': 6, '2024-04': 31, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 22, '2024-09': 6}","{'commits': 428, 'pull_requests': 79, 'issues': 85, 'reviews': 4}"
Percon12,468,41,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 1, '2019-04': 1, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 9, '2020-12': 9, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 36, '2021-09': 37, '2021-10': 5, '2021-11': 0, '2021-12': 0, '2022-01': 8, '2022-02': 14, '2022-03': 14, '2022-04': 45, '2022-05': 1, '2022-06': 13, '2022-07': 20, '2022-08': 45, '2022-09': 13, '2022-10': 0, '2022-11': 7, '2022-12': 14, '2023-01': 12, '2023-02': 1, '2023-03': 7, '2023-04': 33, '2023-05': 5, '2023-06': 19, '2023-07': 8, '2023-08': 4, '2023-09': 2, '2023-10': 0, '2023-11': 15, '2023-12': 5, '2024-01': 17, '2024-02': 0, '2024-03': 0, '2024-04': 19, '2024-05': 15, '2024-06': 10, '2024-07': 4, '2024-08': 0, '2024-09': 0}","{'commits': 367, 'pull_requests': 15, 'issues': 14, 'reviews': 3}"
nahmrodrigues,655,38,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 1, '2017-05': 2, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 36, '2017-10': 30, '2017-11': 62, '2017-12': 30, '2018-01': 0, '2018-02': 0, '2018-03': 1, '2018-04': 4, '2018-05': 1, '2018-06': 23, '2018-07': 0, '2018-08': 0, '2018-09': 3, '2018-10': 30, '2018-11': 20, '2018-12': 0, '2019-01': 0, '2019-02': 40, '2019-03': 16, '2019-04': 29, '2019-05': 25, '2019-06': 21, '2019-07': 21, '2019-08': 15, '2019-09': 42, '2019-10': 31, '2019-11': 47, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 11, '2020-11': 14, '2020-12': 2, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 14, '2021-07': 0, '2021-08': 25, '2021-09': 23, '2021-10': 9, '2021-11': 0, '2021-12': 9, '2022-01': 0, '2022-02': 0, '2022-03': 5, '2022-04': 0, '2022-05': 0, '2022-06': 2, '2022-07': 2, '2022-08': 9, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 548, 'pull_requests': 34, 'issues': 55, 'reviews': 0}"
HHassig,2177,26,HTML,"{'2017-01': 3, '2017-02': 0, '2017-03': 1, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 3, '2022-11': 496, '2022-12': 695, '2023-01': 7, '2023-02': 6, '2023-03': 4, '2023-04': 11, '2023-05': 150, '2023-06': 65, '2023-07': 44, '2023-08': 62, '2023-09': 85, '2023-10': 74, '2023-11': 74, '2023-12': 24, '2024-01': 27, '2024-02': 15, '2024-03': 89, '2024-04': 24, '2024-05': 50, '2024-06': 27, '2024-07': 31, '2024-08': 34, '2024-09': 76}","{'commits': 535, 'pull_requests': 116, 'issues': 2, 'reviews': 8}"
chr1st1ank,1740,35,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 5, '2018-11': 8, '2018-12': 13, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 3, '2019-05': 0, '2019-06': 0, '2019-07': 6, '2019-08': 43, '2019-09': 13, '2019-10': 7, '2019-11': 2, '2019-12': 95, '2020-01': 61, '2020-02': 30, '2020-03': 20, '2020-04': 30, '2020-05': 3, '2020-06': 15, '2020-07': 6, '2020-08': 2, '2020-09': 23, '2020-10': 19, '2020-11': 29, '2020-12': 17, '2021-01': 0, '2021-02': 10, '2021-03': 33, '2021-04': 31, '2021-05': 90, '2021-06': 51, '2021-07': 43, '2021-08': 0, '2021-09': 26, '2021-10': 9, '2021-11': 44, '2021-12': 52, '2022-01': 183, '2022-02': 67, '2022-03': 56, '2022-04': 15, '2022-05': 72, '2022-06': 28, '2022-07': 16, '2022-08': 52, '2022-09': 123, '2022-10': 44, '2022-11': 12, '2022-12': 29, '2023-01': 35, '2023-02': 42, '2023-03': 2, '2023-04': 64, '2023-05': 15, '2023-06': 7, '2023-07': 2, '2023-08': 0, '2023-09': 0, '2023-10': 1, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 16, '2024-03': 6, '2024-04': 0, '2024-05': 10, '2024-06': 4, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 1200, 'pull_requests': 102, 'issues': 63, 'reviews': 3}"
belaaiza,1575,36,Java,"{'2017-01': 0, '2017-02': 0, '2017-03': 1, '2017-04': 12, '2017-05': 34, '2017-06': 18, '2017-07': 12, '2017-08': 3, '2017-09': 24, '2017-10': 8, '2017-11': 0, '2017-12': 3, '2018-01': 3, '2018-02': 19, '2018-03': 4, '2018-04': 0, '2018-05': 2, '2018-06': 40, '2018-07': 97, '2018-08': 76, '2018-09': 63, '2018-10': 54, '2018-11': 43, '2018-12': 93, '2019-01': 149, '2019-02': 78, '2019-03': 66, '2019-04': 68, '2019-05': 74, '2019-06': 75, '2019-07': 56, '2019-08': 3, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 1, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 1, '2020-06': 0, '2020-07': 1, '2020-08': 1, '2020-09': 10, '2020-10': 4, '2020-11': 0, '2020-12': 2, '2021-01': 1, '2021-02': 0, '2021-03': 15, '2021-04': 2, '2021-05': 5, '2021-06': 8, '2021-07': 2, '2021-08': 8, '2021-09': 1, '2021-10': 1, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 2, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 1, '2023-05': 17, '2023-06': 14, '2023-07': 1, '2023-08': 0, '2023-09': 0, '2023-10': 23, '2023-11': 48, '2023-12': 20, '2024-01': 8, '2024-02': 9, '2024-03': 14, '2024-04': 20, '2024-05': 25, '2024-06': 39, '2024-07': 27, '2024-08': 36, '2024-09': 30}","{'commits': 135, 'pull_requests': 9, 'issues': 48, 'reviews': 1}"
blakeandrewwood,2365,24,JavaScript,"{'2017-01': 33, '2017-02': 53, '2017-03': 5, '2017-04': 13, '2017-05': 48, '2017-06': 126, '2017-07': 241, '2017-08': 304, '2017-09': 209, '2017-10': 106, '2017-11': 110, '2017-12': 174, '2018-01': 11, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 1, '2018-06': 0, '2018-07': 1, '2018-08': 0, '2018-09': 0, '2018-10': 15, '2018-11': 10, '2018-12': 0, '2019-01': 0, '2019-02': 9, '2019-03': 4, '2019-04': 0, '2019-05': 0, '2019-06': 1, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 10, '2020-03': 62, '2020-04': 10, '2020-05': 7, '2020-06': 32, '2020-07': 19, '2020-08': 23, '2020-09': 28, '2020-10': 23, '2020-11': 23, '2020-12': 17, '2021-01': 17, '2021-02': 34, '2021-03': 81, '2021-04': 31, '2021-05': 14, '2021-06': 0, '2021-07': 7, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 4, '2022-03': 6, '2022-04': 7, '2022-05': 11, '2022-06': 7, '2022-07': 9, '2022-08': 22, '2022-09': 25, '2022-10': 20, '2022-11': 4, '2022-12': 4, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 1, '2023-08': 18, '2023-09': 47, '2023-10': 3, '2023-11': 27, '2023-12': 0, '2024-01': 0, '2024-02': 157, '2024-03': 71, '2024-04': 10, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 450, 'pull_requests': 58, 'issues': 5, 'reviews': 4}"
jespercodes,9,4,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 3, '2021-01': 3, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 2, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 1, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 2, 'pull_requests': 1, 'issues': 1, 'reviews': 0}"
vitor-kato,422,20,Python,"{'2017-01': 0, '2017-02': 5, '2017-03': 11, '2017-04': 15, '2017-05': 10, '2017-06': 7, '2017-07': 8, '2017-08': 9, '2017-09': 1, '2017-10': 0, '2017-11': 0, '2017-12': 1, '2018-01': 6, '2018-02': 10, '2018-03': 1, '2018-04': 0, '2018-05': 0, '2018-06': 12, '2018-07': 0, '2018-08': 2, '2018-09': 19, '2018-10': 0, '2018-11': 1, '2018-12': 0, '2019-01': 0, '2019-02': 24, '2019-03': 1, '2019-04': 10, '2019-05': 0, '2019-06': 3, '2019-07': 0, '2019-08': 2, '2019-09': 14, '2019-10': 1, '2019-11': 5, '2019-12': 0, '2020-01': 4, '2020-02': 39, '2020-03': 3, '2020-04': 4, '2020-05': 0, '2020-06': 0, '2020-07': 1, '2020-08': 4, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 1, '2021-02': 146, '2021-03': 33, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 1, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 1, '2022-05': 2, '2022-06': 0, '2022-07': 1, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 2, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 1, '2024-08': 0, '2024-09': 1}","{'commits': 341, 'pull_requests': 60, 'issues': 5, 'reviews': 1}"
